Partners,date,DairyEggHoney,Cereal,Fish,FruitNut,LiveAnimal,Meat,Vegetables,TotalBalance,Rate Per Million,sub-region
Switzerland,6/1/2020 0:00,-2582,-21373,-53057,-138336,-7484,-54992,-39597,-273438,31,Western Europe
Kyrgyzstan,3/1/2019 0:00,1121,-4816,-246,223,105,-2187,6944,44669,0,Central Asia
Namibia,3/1/2019 0:00,-3046,-6905,59424,-1378,17575,2487,-2588,109094,0,Sub-Saharan Africa
Bosnia and Herzegovina,3/1/2019 0:00,-3428,-10162,-508,-4313,-2316,-12599,-5808,4391,0,Southern Europe
Malawi,3/1/2019 0:00,-528,-1506,-303,3975,-69,-75,2011,47030,0,Sub-Saharan Africa
Thailand,6/1/2020 0:00,-34502,151938,-108779,180067,66951,86678,7240,393576,1,South-eastern Asia
Pakistan,3/1/2019 0:00,-12119,232725,44618,15468,-277,17092,-12676,328356,0,Southern Asia
El Salvador,3/1/2019 0:00,-16291,-19874,649,-8977,265,-13619,-8958,-23280,0,Latin America and the Caribbean
Hungary,3/1/2019 0:00,2738,157157,-3557,-17306,21013,35365,-14647,224288,0,Eastern Europe
Uganda,3/1/2019 0:00,2691,-12793,17590,462,-704,250,5367,56388,0,Sub-Saharan Africa
Croatia,3/1/2019 0:00,-16969,10738,1176,-17694,-1061,-22899,-15537,-18721,0,Southern Europe
Greece,3/1/2019 0:00,-3377,-34460,12372,48539,-3827,-86663,-17523,-41414,0,Southern Europe
Turkey,6/1/2020 0:00,30836,-186898,65614,347132,-18852,40565,11826,334206,167,Western Asia
Armenia,3/1/2019 0:00,-2943,-4455,2564,-4273,-167,-5567,2298,30982,0,Western Asia
Uganda,6/1/2020 0:00,5711,-17994,7695,962,393,178,-2512,38416,4,Sub-Saharan Africa
Austria,3/1/2019 0:00,37169,9308,-27132,-76773,-10887,8249,-60870,-77411,0,Western Europe
"Taiwan, Province of China",3/1/2019 0:00,-51649,-154975,60171,-27492,-930,-146076,-2085,-279511,0,Eastern Asia
Belize,3/1/2019 0:00,-1869,34,1495,3597,-132,-126,1041,47565,0,Latin America and the Caribbean
United Kingdom of Great Britain and Northern Ireland,6/1/2020 0:00,-142705,-93530,-54614,-535514,-9950,-187948,-330171,-1310449,369,Northern Europe
Slovakia,3/1/2019 0:00,-12009,15639,-5013,-18870,6343,-38225,-30078,-38688,0,Eastern Europe
Dominican Republic,3/1/2019 0:00,-12809,-29710,-13673,27829,1396,-22904,5959,-387,0,Latin America and the Caribbean
Niger,3/1/2019 0:00,-1435,-25082,-354,-473,2595,-277,5666,24165,0,Sub-Saharan Africa
Uruguay,6/1/2020 0:00,60156,65021,10247,13465,12943,128098,-1806,332107,25,Latin America and the Caribbean
Switzerland,3/1/2019 0:00,6840,-38041,-48112,-106790,-6955,-46140,-80327,-276000,0,Western Europe
Indonesia,3/1/2019 0:00,-67769,-392234,236832,-48635,-35437,-60387,-19451,-343556,0,South-eastern Asia
Latvia,3/1/2019 0:00,8442,30232,-7590,-10024,3236,-6789,-9670,51362,0,Northern Europe
Philippines,3/1/2019 0:00,-132939,-265812,-20266,212546,-565,-101230,-7966,-272707,0,South-eastern Asia
"Korea, Republic of",3/1/2019 0:00,-71807,-293447,-245646,-185514,-3462,-412245,-35704,-1204300,0,Eastern Asia
Nigeria,3/1/2019 0:00,-28814,-135824,-83653,6194,-580,-201,-987,-200340,0,Sub-Saharan Africa
Zambia,6/1/2020 0:00,-745,-3106,-8199,-171,658,-424,12,32008,17,Sub-Saharan Africa
Japan,3/1/2019 0:00,-179730,-532495,-697775,-254202,-17969,-729672,-207631,-2575949,0,Eastern Asia
Slovenia,3/1/2019 0:00,1671,-4428,-5551,-8843,8828,-4704,-12858,17640,0,Southern Europe
Cyprus,3/1/2019 0:00,13466,-5893,-3355,-2167,-52,-6670,2504,41358,0,Western Asia
Guyana,3/1/2019 0:00,-1207,4373,8272,314,46,-24,-996,54303,0,Latin America and the Caribbean
Eswatini,3/1/2019 0:00,-2412,-5278,-201,231,13,-380,-1468,34030,0,Sub-Saharan Africa
Cambodia,3/1/2019 0:00,-2926,43837,-408,4544,-412,-812,-217,87131,0,South-eastern Asia
Colombia,3/1/2019 0:00,-10526,-143031,-10021,70211,1859,-19914,-11683,-79580,0,Latin America and the Caribbean
Saint Vincent and the Grenadines,3/1/2019 0:00,-600,-2190,150,19,-10,-1034,-60,39800,0,Latin America and the Caribbean
Togo,3/1/2019 0:00,1005,-6290,-2107,1808,-18,-1609,-84,36230,0,Sub-Saharan Africa
Bulgaria,3/1/2019 0:00,-4153,73049,-5523,-9733,-1113,-24054,2474,74472,0,Eastern Europe
Argentina,7/1/2020 0:00,98353,805017,81326,41032,-2501,270435,53133,1390808,694,Latin America and the Caribbean
Benin,3/1/2019 0:00,-626,-82619,-10419,6768,-90,-12712,-115,-56288,0,Sub-Saharan Africa
Armenia,7/1/2020 0:00,-3575,-7049,6075,3051,1692,-4321,1746,41632,2706,Western Asia
Zambia,3/1/2019 0:00,-1247,1727,-9992,-1128,203,-786,-395,31907,0,Sub-Saharan Africa
Australia,7/1/2020 0:00,52189,124345,21625,102126,66392,748125,50928,1209743,24,Australia and New Zealand
Congo,3/1/2019 0:00,-1187,-17512,-6290,-130,-35,-10144,-458,7769,0,Sub-Saharan Africa
Austria,7/1/2020 0:00,48640,-19963,-22151,-93398,-12924,24417,-27216,-58582,74,Western Europe
Lesotho,3/1/2019 0:00,-2194,-6107,244,-498,-601,-2429,-1282,30658,0,Sub-Saharan Africa
Luxembourg,3/1/2019 0:00,3456,-4307,-8006,-19565,2365,-10874,-8363,-1769,0,Western Europe
Sweden,3/1/2019 0:00,-67647,-28458,-42953,-81898,-2073,-68831,-72266,-320601,0,Northern Europe
Bahrain,7/1/2020 0:00,-12129,-4746,3156,-14158,-3432,-24419,-8569,-20284,4263,Western Asia
Estonia,3/1/2019 0:00,12609,2780,2272,-9778,1460,-6102,-7962,38804,0,Northern Europe
Cabo Verde,3/1/2019 0:00,-2721,-1308,799,-985,-56,-2053,-847,36354,0,Sub-Saharan Africa
Barbados,7/1/2020 0:00,-2727,-488,-929,-1432,140,-1130,-1147,36300,0,Latin America and the Caribbean
Seychelles,3/1/2019 0:00,-1852,-364,-1082,-769,-7,-1088,-1123,37240,0,Sub-Saharan Africa
Kazakhstan,3/1/2019 0:00,-14139,122097,-4690,-19903,1470,-16390,-8416,103554,0,Central Asia
Belgium,7/1/2020 0:00,55513,-136364,-84843,-85738,7810,135917,78377,14685,109,Western Europe
Singapore,3/1/2019 0:00,-66953,-16931,-38097,-44640,-15771,-60053,-43407,-242327,0,South-eastern Asia
Curaçao,3/1/2019 0:00,-2378,-255,-1037,-1699,-53,-3097,-1712,33294,0,Latin America and the Caribbean
Malta,3/1/2019 0:00,-5256,-2858,-685,-3266,-139,-5143,-2117,24061,0,Southern Europe
Fiji,3/1/2019 0:00,-3012,-2385,9598,-1198,-111,-4239,-1978,40200,0,Melanesia
Aruba,3/1/2019 0:00,-2973,-472,-1434,-1901,-28,-3902,-1955,30860,0,Latin America and the Caribbean
Bosnia and Herzegovina,7/1/2020 0:00,-3549,-14340,68,-2831,-2977,-13933,5,6456,449,Southern Europe
Mozambique,3/1/2019 0:00,-2553,-38214,-7600,7962,-495,-2469,-2777,-2621,0,Sub-Saharan Africa
Brazil,7/1/2020 0:00,-24014,567751,-10264,6165,23365,1377339,-15327,1969028,2306,Latin America and the Caribbean
Macao,3/1/2019 0:00,-5978,-2278,-10246,-4699,-3365,-14265,-4211,-1517,0,Eastern Asia
Finland,3/1/2019 0:00,12887,2196,-19593,-45966,70,-9980,-25582,-42443,0,Northern Europe
Bulgaria,7/1/2020 0:00,-6015,150506,-4396,-13041,-175,-23949,1936,148879,234,Eastern Europe
Mauritius,3/1/2019 0:00,-8452,-16739,-14587,-3030,186,-4097,-3697,-6891,0,Sub-Saharan Africa
Burkina Faso,7/1/2020 0:00,-2747,-7118,-2042,12420,225,2,-18,44735,3,Sub-Saharan Africa
Maldives,3/1/2019 0:00,-6590,-1991,14811,-6070,-14,-5283,-4873,33515,0,Southern Asia
Bahrain,3/1/2019 0:00,-12154,-14216,-4206,-13203,-1024,-19862,-8852,-29992,0,Western Asia
Cambodia,7/1/2020 0:00,-4037,9477,-357,5782,-8148,-1080,-200,45450,1,South-eastern Asia
Hong Kong,3/1/2019 0:00,-86751,-26777,-184121,-112513,-36381,-331794,-50270,-785082,0,Eastern Asia
"Tanzania, United Republic of",3/1/2019 0:00,-922,3526,14160,2509,473,541,3508,67320,0,Sub-Saharan Africa
Canada,7/1/2020 0:00,-7499,681530,362631,-382768,61531,305723,253361,1318522,126,Northern America
Samoa,3/1/2019 0:00,-810,-504,1016,-23,-18,-1746,-61,41379,0,Polynesia
Brunei Darussalam,3/1/2019 0:00,-3997,-7883,-3091,-3189,-1754,-2394,-2469,18748,0,South-eastern Asia
United Arab Emirates,3/1/2019 0:00,-57953,-96812,-32205,-66560,2199,-147672,-44500,-399978,0,Western Asia
Antigua and Barbuda,3/1/2019 0:00,-1153,-91,-515,-768,-62,-2113,-830,37993,0,Latin America and the Caribbean
Chile,7/1/2020 0:00,-21277,-94265,367360,340536,-757,20688,-17610,638688,3197,Latin America and the Caribbean
Saint Lucia,3/1/2019 0:00,-1294,-292,-472,163,-14,-2033,-760,38823,0,Latin America and the Caribbean
China,7/1/2020 0:00,-583881,-639849,-112086,-231090,-2899,-2799042,590415,-3734419,0,Eastern Asia
Sao Tome and Principe,3/1/2019 0:00,-185,-1127,-10,-24,-12,-306,-164,41697,0,Sub-Saharan Africa
Colombia,7/1/2020 0:00,-17567,-127213,-4969,71179,1587,-7569,-28169,-68708,877,Latin America and the Caribbean
Bermuda,3/1/2019 0:00,-1347,-74,-1038,-1087,-18,-1444,-979,37538,0,Northern America
India,3/1/2019 0:00,80453,946520,467291,4103,976,321664,-24389,1840143,0,Southern Asia
Costa Rica,7/1/2020 0:00,4514,-18483,-1672,148564,-217,3297,8053,188069,366,Latin America and the Caribbean
Dominica,3/1/2019 0:00,-350,-90,-155,29,-35,-804,6,42126,0,Latin America and the Caribbean
Guatemala,3/1/2019 0:00,-16937,-25162,-1040,138104,-1914,-18198,33053,151431,0,Latin America and the Caribbean
Croatia,7/1/2020 0:00,-20389,40644,3971,-19883,4082,-26528,-7388,18522,140,Southern Europe
"Palestine, State of",3/1/2019 0:00,-8162,-14137,-1505,-3796,-13076,-3815,-626,-1592,0,Western Asia
Cyprus,7/1/2020 0:00,21806,-8571,-457,-6591,-334,-5985,-553,43328,15,Western Asia
Honduras,3/1/2019 0:00,-1270,-13726,8954,42379,-1351,-7351,1010,72170,0,Latin America and the Caribbean
France,4/1/2019 0:00,216581,760540,-319869,-386066,184750,-115470,-76698,307324,0,Western Europe
Denmark,7/1/2020 0:00,150126,20128,45914,-57866,114660,234756,-23883,527848,86,Northern Europe
Spain,4/1/2019 0:00,-31459,-135170,-240014,660148,35163,510723,612108,1455055,0,Southern Europe
Brazil,4/1/2019 0:00,-21441,-75602,-94959,26654,42099,1129917,-44120,1006104,0,Latin America and the Caribbean
Canada,4/1/2019 0:00,-16781,692593,155945,-372222,133589,293619,22741,953040,0,Northern America
Dominican Republic,7/1/2020 0:00,-15121,-22974,-7934,26484,-199,-11281,-8374,4614,847,Latin America and the Caribbean
Denmark,4/1/2019 0:00,169130,-4147,28133,-56604,132483,211088,-35738,487901,0,Northern Europe
Ecuador,7/1/2020 0:00,-1173,-27535,278031,312164,-2087,-385,10256,613284,546,Latin America and the Caribbean
China,4/1/2019 0:00,-458222,-377473,-259971,-1003362,7504,-1298284,574909,-2771343,0,Eastern Asia
United States of America,4/1/2019 0:00,166648,1662631,-995856,-793617,-225856,611483,-616557,-147568,0,Northern America
El Salvador,7/1/2020 0:00,-20563,-15938,-455,-8353,315,-17974,-13461,-32416,410,Latin America and the Caribbean
Netherlands,4/1/2019 0:00,432916,-197122,74586,-56937,76579,411514,498950,1284042,0,Western Europe
Australia,4/1/2019 0:00,77794,324538,573,138235,105103,884663,65337,1639799,0,Australia and New Zealand
Morocco,4/1/2019 0:00,-17703,-238575,105617,133438,-4884,-1618,125580,145411,0,Northern Africa
Estonia,7/1/2020 0:00,11241,-149,1770,-12406,1765,-4387,-5813,36034,9,Northern Europe
Turkey,4/1/2019 0:00,57616,-305245,68083,199743,-42645,44880,46010,111998,0,Western Asia
Eswatini,7/1/2020 0:00,-1983,-5727,-184,1860,-136,-440,-1294,36109,236,Sub-Saharan Africa
Ireland,4/1/2019 0:00,191231,-30047,33293,-40380,19012,243545,-26012,434198,0,Northern Europe
Ethiopia,7/1/2020 0:00,-1743,-94632,-25,57,5350,5116,27491,-14373,18,Sub-Saharan Africa
Argentina,4/1/2019 0:00,50043,871708,112223,63332,1559,235136,34753,1412310,0,Latin America and the Caribbean
New Zealand,4/1/2019 0:00,869720,-21575,99574,387153,11590,499855,42354,1932227,0,Australia and New Zealand
Russian Federation,4/1/2019 0:00,-242254,564810,324696,-396815,-21404,-134368,-224982,-86761,0,Eastern Europe
Fiji,7/1/2020 0:00,-2723,-2777,6565,-665,-187,-2149,-1731,40346,0,Melanesia
Thailand,4/1/2019 0:00,-52532,284047,-161842,579823,16635,62727,52477,824891,0,South-eastern Asia
Finland,7/1/2020 0:00,7064,6572,-17689,-46375,-342,-1618,-20992,-29367,21,Northern Europe
United Kingdom of Great Britain and Northern Ireland,4/1/2019 0:00,-129471,-107242,-66605,-524019,-27953,-294265,-402564,-1508563,0,Northern Europe
France,7/1/2020 0:00,219238,415481,-349465,-373992,162499,-143371,-95059,-120656,105,Western Europe
Italy,4/1/2019 0:00,4787,-194793,-401762,-78668,-148164,-275659,4382,-1046321,0,Southern Europe
Lithuania,4/1/2019 0:00,17536,105790,-119,-11069,2697,-2204,-2354,153833,0,Northern Europe
Czechia,4/1/2019 0:00,15391,24065,-6539,-54402,29030,-97683,-60472,-107054,0,Eastern Europe
Georgia,7/1/2020 0:00,-4121,-12607,-1623,14629,1795,-7160,-1310,33616,11,Western Asia
Costa Rica,4/1/2019 0:00,7113,-29078,1713,195490,47,-2030,6935,223746,0,Latin America and the Caribbean
Germany,7/1/2020 0:00,159228,-72880,-198621,-942848,-37976,102760,-423153,-1369477,87,Western Europe
Poland,4/1/2019 0:00,143337,11497,-59663,-68204,-61334,293204,-27672,274721,0,Eastern Europe
Israel,4/1/2019 0:00,-14061,-63527,-39214,-3781,-26207,-80878,27263,-156849,0,Western Asia
Greece,7/1/2020 0:00,20000,-22554,45096,101397,-6083,-97965,-7948,75956,22,Southern Europe
Paraguay,4/1/2019 0:00,-2367,39848,-365,100,-797,87366,-1335,166006,0,Latin America and the Caribbean
Madagascar,4/1/2019 0:00,-3021,-9459,11596,82,10,19,668,43451,0,Sub-Saharan Africa
Ethiopia,4/1/2019 0:00,-1227,-28745,-17,-1850,4989,7383,37722,61811,0,Sub-Saharan Africa
Serbia,4/1/2019 0:00,-1452,46429,-4353,19516,1996,-6208,-10864,88620,0,Southern Europe
Norway,4/1/2019 0:00,-6658,-15909,964619,-68923,-3929,-10332,-46953,855471,0,Northern Europe
Kenya,4/1/2019 0:00,-10678,-73762,3104,21233,-238,4375,12399,-11,0,Sub-Saharan Africa
South Africa,4/1/2019 0:00,4111,-91000,22637,192506,-14732,-39286,13922,131714,0,Sub-Saharan Africa
Germany,4/1/2019 0:00,90254,-32140,-244677,-802262,-44520,55771,-616483,-1550501,0,Western Europe
Ecuador,4/1/2019 0:00,-374,-26731,335258,291095,-1838,-1089,11982,651859,0,Latin America and the Caribbean
Malaysia,4/1/2019 0:00,-39171,-121073,-24081,-59777,10140,-78261,-52901,-321568,0,South-eastern Asia
Hungary,7/1/2020 0:00,1054,103220,-3831,-13008,18318,32523,8233,190522,8,Eastern Europe
Portugal,4/1/2019 0:00,-22250,-56854,-136917,-3808,-3048,-88926,-17753,-286000,0,Southern Europe
Iceland,7/1/2020 0:00,-900,-1234,125694,-4936,100,-2594,-2710,157433,38,Northern Europe
Belgium,4/1/2019 0:00,2389,-150012,-66157,-78625,16940,146534,6417,-78958,0,Western Europe
Peru,4/1/2019 0:00,-6505,-156781,115747,176037,-1846,-15537,28010,182681,0,Latin America and the Caribbean
Indonesia,7/1/2020 0:00,-11687,-155420,276193,-21134,-45295,-65172,-41146,-19648,59,South-eastern Asia
Romania,4/1/2019 0:00,-31448,108992,-17960,-59354,35146,-53875,-78256,-53199,0,Eastern Europe
Bolivia (Plurinational State of),4/1/2019 0:00,284,5957,-2260,20122,-689,160,248,67378,0,Latin America and the Caribbean
Uruguay,4/1/2019 0:00,40426,30642,3171,-1481,13438,165059,-1072,293739,0,Latin America and the Caribbean
Georgia,4/1/2019 0:00,-5008,-11548,-2698,213,248,-6997,-3138,14628,0,Western Asia
Ireland,7/1/2020 0:00,259631,-29733,27170,-44576,-9707,241713,-28078,460433,27,Northern Europe
Chile,4/1/2019 0:00,-21184,-17454,435395,566678,83,-25879,7232,988427,0,Latin America and the Caribbean
Israel,7/1/2020 0:00,-13091,-72185,-39866,-15235,-28726,-28420,-1185,-154695,700,Western Asia
Burkina Faso,4/1/2019 0:00,-3010,-18523,-1344,26463,37,-8,140,47311,0,Sub-Saharan Africa
Italy,7/1/2020 0:00,35348,-221144,-372394,-52305,-135491,-175745,-42506,-920224,49,Southern Europe
Senegal,4/1/2019 0:00,-6573,-56377,36725,569,-3139,-793,10230,24198,0,Sub-Saharan Africa
Barbados,4/1/2019 0:00,-2832,-436,-1369,-1713,74,-2317,-1378,33585,0,Latin America and the Caribbean
Japan,7/1/2020 0:00,-162831,-428679,-634203,-318986,-7101,-890590,-180918,-2579295,10,Eastern Asia
Nicaragua,4/1/2019 0:00,8716,-18234,8137,5202,213,37212,11637,96439,0,Latin America and the Caribbean
Jordan,7/1/2020 0:00,-17763,-68446,-5230,2276,6109,-26985,15700,-50326,14,Western Asia
Iceland,4/1/2019 0:00,37,-1511,156381,-5669,1140,-841,-3564,189529,0,Northern Europe
Kazakhstan,7/1/2020 0:00,-20809,81864,-1549,-16428,-3032,-21038,-1371,61650,1326,Central Asia
Namibia,4/1/2019 0:00,-3201,-4817,66108,-120,16871,3347,-2267,119477,0,Sub-Saharan Africa
Kyrgyzstan,4/1/2019 0:00,2621,-6809,-152,-1798,-40,-2248,4442,39572,0,Central Asia
Bosnia and Herzegovina,4/1/2019 0:00,-3035,-6508,-860,-5160,-3650,-13951,-6039,4353,0,Southern Europe
Pakistan,4/1/2019 0:00,-4948,204611,53609,795,382,26289,-9593,314701,0,Southern Asia
Kyrgyzstan,7/1/2020 0:00,2976,-1987,486,-1920,2503,-2160,1451,45362,544,Central Asia
Malawi,4/1/2019 0:00,-842,-3613,-232,4689,-146,-93,624,43943,0,Sub-Saharan Africa
El Salvador,4/1/2019 0:00,-13052,-33302,-325,-7522,310,-11717,-7328,-29380,0,Latin America and the Caribbean
Latvia,7/1/2020 0:00,12312,-1605,-5476,-8237,2424,-8224,-4050,31157,9,Northern Europe
Croatia,4/1/2019 0:00,-18643,8514,1163,-18455,6769,-26743,-16514,-20353,0,Southern Europe
Uganda,4/1/2019 0:00,6617,-12903,9823,335,-365,72,3173,50308,0,Sub-Saharan Africa
Lesotho,7/1/2020 0:00,-1588,-2002,42,-286,-282,-2821,-1487,35589,14,Sub-Saharan Africa
Hungary,4/1/2019 0:00,2715,92687,-3127,-18332,29207,43929,-8466,182169,0,Eastern Europe
Greece,4/1/2019 0:00,-3067,-14167,21472,23067,-5930,-88337,-5516,-28922,0,Southern Europe
Armenia,4/1/2019 0:00,-3847,-3668,3250,-3136,-144,-8382,5289,32918,0,Western Asia
Austria,4/1/2019 0:00,40437,-17090,-26289,-68946,-10479,24859,-54938,-68890,0,Western Europe
Lithuania,7/1/2020 0:00,25536,19904,-9611,-23025,1333,-2706,-3612,51832,15,Northern Europe
"Taiwan, Province of China",4/1/2019 0:00,-49343,-107768,47536,-20463,-570,-143355,-7494,-237901,0,Eastern Asia
Slovakia,4/1/2019 0:00,-10978,10935,-4747,-19410,5025,-37885,-27594,-41098,0,Eastern Europe
Belize,4/1/2019 0:00,-1622,-779,871,4108,-30,-127,1314,47291,0,Latin America and the Caribbean
Luxembourg,7/1/2020 0:00,4343,-884,-8504,-27017,1282,-12520,-8708,-7995,410,Western Europe
Dominican Republic,4/1/2019 0:00,-22411,-36040,-13079,26641,-106,-19800,-854,-22093,0,Latin America and the Caribbean
Madagascar,7/1/2020 0:00,-1826,-4377,9808,202,-59,-30,3591,51322,33,Sub-Saharan Africa
Niger,4/1/2019 0:00,-2433,-16098,148,-529,1745,-240,5458,31607,0,Sub-Saharan Africa
Malawi,7/1/2020 0:00,-841,-5721,-676,2180,-69,-84,1499,40301,35,Sub-Saharan Africa
Switzerland,4/1/2019 0:00,156,-25581,-52104,-104689,-9433,-60064,-74509,-282668,0,Western Europe
Malaysia,7/1/2020 0:00,-28450,-148476,-14297,-27254,12519,-85095,-48141,-295181,4,South-eastern Asia
Indonesia,4/1/2019 0:00,-89447,-293527,225396,-78566,-46364,-90508,-18405,-347865,0,South-eastern Asia
Maldives,7/1/2020 0:00,-2049,-502,4922,-1780,-3,-772,-2651,41178,482,Southern Asia
Latvia,4/1/2019 0:00,8439,34832,-6255,-9002,4235,-8747,-9210,57848,0,Northern Europe
Philippines,4/1/2019 0:00,-90508,-206758,-15558,194348,-2989,-106933,-5475,-190317,0,South-eastern Asia
Malta,7/1/2020 0:00,-4567,-551,-18087,-3322,-8,-4915,-1348,11215,17,Southern Europe
"Korea, Republic of",4/1/2019 0:00,-85319,-335839,-281349,-273557,-7501,-473975,-39193,-1453177,0,Eastern Asia
Burundi,4/1/2019 0:00,-80,-3705,-253,15,-22,-1,-23,39487,0,Sub-Saharan Africa
Mauritius,7/1/2020 0:00,-9463,-10954,-5800,-2113,-548,-3377,-2156,9602,3,Sub-Saharan Africa
Japan,4/1/2019 0:00,-173453,-476257,-953485,-357957,-22850,-1033150,-225167,-3198763,0,Eastern Asia
Slovenia,4/1/2019 0:00,-875,-1195,-6077,-9279,4448,-7581,-13692,9305,0,Southern Europe
Guyana,4/1/2019 0:00,-1279,4635,6933,325,99,-202,-1122,52945,0,Latin America and the Caribbean
Cyprus,4/1/2019 0:00,16309,-10178,-4450,-3710,-53,-8285,7013,40202,0,Western Asia
Colombia,4/1/2019 0:00,-9301,-185531,-10122,111276,4160,-23095,-14019,-83076,0,Latin America and the Caribbean
Cambodia,4/1/2019 0:00,-3774,22601,-216,6735,-217,-617,-296,67772,0,South-eastern Asia
Morocco,7/1/2020 0:00,-16894,-81800,85409,-291,-6286,-2483,29504,51172,97,Northern Africa
Saint Vincent and the Grenadines,4/1/2019 0:00,-670,-148,133,67,-13,-1074,35,41886,0,Latin America and the Caribbean
Mozambique,7/1/2020 0:00,-3427,-25598,-473,4633,-586,-3590,1916,16888,8,Sub-Saharan Africa
Togo,4/1/2019 0:00,-99,-4968,-4983,2404,-13,-1571,-60,34266,0,Sub-Saharan Africa
Benin,4/1/2019 0:00,-709,-68905,-12443,26152,-61,-12421,-108,-24939,0,Sub-Saharan Africa
Namibia,7/1/2020 0:00,-3618,-4790,42946,-1426,9112,-1562,-551,84124,96,Sub-Saharan Africa
Bulgaria,4/1/2019 0:00,-4192,96972,-4617,-9785,-4130,-24765,-14493,78546,0,Eastern Europe
Zambia,4/1/2019 0:00,-315,-2387,-7608,-1219,969,-1433,-769,30794,0,Sub-Saharan Africa
Netherlands,7/1/2020 0:00,389443,-215963,76716,-67324,36038,440648,541186,1244757,66,Western Europe
New Zealand,7/1/2020 0:00,747576,-27261,65245,294737,61177,372856,13181,1571524,4,Australia and New Zealand
Congo,4/1/2019 0:00,-1025,-8325,-8144,-179,-11,-12169,-628,13075,0,Sub-Saharan Africa
Nicaragua,7/1/2020 0:00,14778,-19373,30171,4269,-594,43799,5865,122928,104,Latin America and the Caribbean
Niger,7/1/2020 0:00,-5301,-9476,-182,-723,990,-384,1421,30358,2,Sub-Saharan Africa
Luxembourg,4/1/2019 0:00,6616,-3783,-8092,-20471,1561,-12373,-7758,-744,0,Western Europe
